,dttl,swin,dwin,tcprtt,synack,ackdat,label,attack_cat_Analysis,attack_cat_DoS,attack_cat_Exploits,attack_cat_Normal
37884,29,255,255,0.000646,0.000515,0.000131,6,0,0,0,1
37885,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37888,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37889,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37890,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37891,29,255,255,0.000589,0.000471,0.000118,6,0,0,0,1
37895,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37896,29,255,255,0.000662,0.000531,0.000131,6,0,0,0,1
37897,29,255,255,0.000765,0.00062,0.000145,6,0,0,0,1
37901,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37904,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37906,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37907,29,255,255,0.000614,0.00049,0.000124,6,0,0,0,1
37910,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37914,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37915,29,255,255,0.000662,0.000536,0.000126,6,0,0,0,1
37916,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37917,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37920,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37921,29,255,255,0.000676,0.000542,0.000134,6,0,0,0,1
37925,29,255,255,0.000582,0.000468,0.000114,6,0,0,0,1
37928,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37929,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37930,29,255,255,0.000684,0.000559,0.000125,6,0,0,0,1
37933,29,255,255,0.000622,0.000508,0.000114,6,0,0,0,1
37934,29,255,255,0.00061,0.000455,0.000155,6,0,0,0,1
37936,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37938,29,255,255,0.000791,0.000642,0.000149,6,0,0,0,1
37939,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37944,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37945,29,255,255,0.000744,0.000607,0.000137,6,0,0,0,1
37946,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37956,29,255,255,0.001127,0.000973,0.000154,6,0,0,0,1
37960,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37961,29,255,255,0.000646,0.00052,0.000126,6,0,0,0,1
37966,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37968,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37969,29,255,255,0.000581,0.000464,0.000117,6,0,0,0,1
37970,29,255,255,0.000667,0.000542,0.000125,6,0,0,0,1
37971,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37973,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37980,29,255,255,0.003488,0.002717,0.000771,6,0,0,0,1
37981,29,255,255,0.000666,0.000548,0.000118,6,0,0,0,1
37983,29,255,255,0.000604,0.000488,0.000116,6,0,0,0,1
37986,29,255,255,0.000594,0.000468,0.000126,6,0,0,0,1
37987,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37990,29,255,255,0.00064,0.00052,0.00012,6,0,0,0,1
37992,29,255,255,0.000603,0.000479,0.000124,6,0,0,0,1
37995,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37997,29,255,255,0.000682,0.000545,0.000137,6,0,0,0,1
37998,29,0,0,0.0,0.0,0.0,6,0,0,0,1
37999,29,255,255,0.000634,0.000511,0.000123,6,0,0,0,1
38001,29,255,255,0.000694,0.000534,0.00016,6,0,0,0,1
38002,29,255,255,0.001081,0.000952,0.000129,6,0,0,0,1
38003,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38008,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38014,29,255,255,0.0006,0.000483,0.000117,6,0,0,0,1
38015,29,255,255,0.00065,0.000528,0.000122,6,0,0,0,1
38018,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38019,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38021,29,255,255,0.004124,0.003976,0.000148,6,0,0,0,1
38028,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38029,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38031,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38032,29,255,255,0.000819,0.000694,0.000125,6,0,0,0,1
38033,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38036,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38037,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38040,29,255,255,0.001219,0.001087,0.000132,6,0,0,0,1
38041,29,255,255,0.000677,0.000559,0.000118,6,0,0,0,1
38043,29,255,255,0.000842,0.000717,0.000125,6,0,0,0,1
38044,29,255,255,0.001033,0.000842,0.000191,6,0,0,0,1
38047,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38048,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38050,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38051,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38054,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38056,29,255,255,0.000665,0.000536,0.000129,6,0,0,0,1
38057,29,255,255,0.000858,0.000714,0.000144,6,0,0,0,1
38058,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38059,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38060,29,255,255,0.000646,0.000519,0.000127,6,0,0,0,1
38065,29,255,255,0.00151,0.000502,0.001008,6,0,0,0,1
38068,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38070,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38072,29,255,255,0.000724,0.000583,0.000141,6,0,0,0,1
38073,29,255,255,0.005841,0.002992,0.002849,6,0,0,0,1
38074,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38075,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38076,29,255,255,0.000687,0.000551,0.000136,6,0,0,0,1
38078,29,255,255,0.000694,0.000567,0.000127,6,0,0,0,1
38088,29,255,255,0.000658,0.000531,0.000127,6,0,0,0,1
38090,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38091,29,255,255,0.000604,0.000476,0.000128,6,0,0,0,1
38094,29,255,255,0.000671,0.000545,0.000126,6,0,0,0,1
38096,29,255,255,0.000655,0.00053,0.000125,6,0,0,0,1
38099,29,255,255,0.000642,0.000512,0.00013,6,0,0,0,1
38101,29,255,255,0.001127,0.000972,0.000155,6,0,0,0,1
38102,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38104,29,255,255,0.00061,0.000485,0.000125,6,0,0,0,1
38105,29,255,255,0.000613,0.000499,0.000114,6,0,0,0,1
38106,29,255,255,0.000663,0.000528,0.000135,6,0,0,0,1
38107,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38108,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38113,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38114,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38115,29,255,255,0.000616,0.000492,0.000124,6,0,0,0,1
38116,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38118,29,255,255,0.000609,0.000483,0.000126,6,0,0,0,1
38121,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38122,29,255,255,0.000749,0.000468,0.000281,6,0,0,0,1
38124,29,255,255,0.000674,0.000538,0.000136,6,0,0,0,1
38125,29,255,255,0.000663,0.000532,0.000131,6,0,0,0,1
38126,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38127,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38128,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38129,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38130,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38131,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38137,29,255,255,0.000607,0.000479,0.000128,6,0,0,0,1
38138,29,255,255,0.000642,0.000517,0.000125,6,0,0,0,1
38139,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38140,29,255,255,0.000604,0.000482,0.000122,6,0,0,0,1
38141,29,255,255,0.000709,0.000535,0.000174,6,0,0,0,1
38148,29,255,255,0.000751,0.000512,0.000239,6,0,0,0,1
38149,29,255,255,0.000635,0.000517,0.000118,6,0,0,0,1
38153,29,255,255,0.000624,0.000498,0.000126,6,0,0,0,1
38154,29,255,255,0.000596,0.000473,0.000123,6,0,0,0,1
38155,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38156,29,255,255,0.000625,0.0005,0.000125,6,0,0,0,1
38159,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38161,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38165,29,255,255,0.000712,0.000603,0.000109,6,0,0,0,1
38166,29,255,255,0.000598,0.000474,0.000124,6,0,0,0,1
38171,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38173,29,255,255,0.000602,0.000488,0.000114,6,0,0,0,1
38174,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38176,29,255,255,0.000628,0.000507,0.000121,6,0,0,0,1
38182,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38185,29,255,255,0.000821,0.000676,0.000145,6,0,0,0,1
38186,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38188,29,255,255,0.000636,0.000498,0.000138,6,0,0,0,1
38190,29,255,255,0.001675,0.000547,0.001128,6,0,0,0,1
38191,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38194,29,255,255,0.000667,0.000526,0.000141,6,0,0,0,1
38195,29,255,255,0.001483,0.000471,0.001012,6,0,0,0,1
38197,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38198,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38199,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38200,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38201,29,255,255,0.000789,0.000614,0.000175,6,0,0,0,1
38202,29,255,255,0.000688,0.000562,0.000126,6,0,0,0,1
38203,29,255,255,0.00079,0.000531,0.000259,6,0,0,0,1
38209,29,255,255,0.000632,0.000509,0.000123,6,0,0,0,1
38211,29,255,255,0.000633,0.00051,0.000123,6,0,0,0,1
38212,29,255,255,0.000655,0.00053,0.000125,6,0,0,0,1
38214,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38215,29,255,255,0.000585,0.000463,0.000122,6,0,0,0,1
38216,29,255,255,0.000665,0.000525,0.00014,6,0,0,0,1
38219,29,255,255,0.000718,0.000579,0.000139,6,0,0,0,1
38223,29,255,255,0.000744,0.000604,0.00014,6,0,0,0,1
38224,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38226,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38227,29,255,255,0.000684,0.000565,0.000119,6,0,0,0,1
38228,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38229,29,255,255,0.000744,0.000602,0.000142,6,0,0,0,1
38230,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38232,29,255,255,0.000568,0.000444,0.000124,6,0,0,0,1
38233,29,255,255,0.000571,0.000458,0.000113,6,0,0,0,1
38236,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38237,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38240,29,255,255,0.000605,0.000481,0.000124,6,0,0,0,1
38242,29,255,255,0.000617,0.000489,0.000128,6,0,0,0,1
38244,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38250,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38251,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38252,29,255,255,0.000591,0.000468,0.000123,6,0,0,0,1
38255,29,255,255,0.000627,0.000504,0.000123,6,0,0,0,1
38257,29,255,255,0.000702,0.00057,0.000132,6,0,0,0,1
38258,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38260,29,255,255,0.000653,0.000518,0.000135,6,0,0,0,1
38261,29,255,255,0.000612,0.000476,0.000136,6,0,0,0,1
38262,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38264,29,255,255,0.000666,0.000541,0.000125,6,0,0,0,1
38265,29,255,255,0.000603,0.000487,0.000116,6,0,0,0,1
38267,29,255,255,0.000591,0.000476,0.000115,6,0,0,0,1
38270,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38271,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38273,29,255,255,0.000548,0.000434,0.000114,6,0,0,0,1
38274,29,255,255,0.000616,0.000491,0.000125,6,0,0,0,1
38275,29,255,255,0.000595,0.000479,0.000116,6,0,0,0,1
38276,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38277,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38278,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38281,29,255,255,0.000653,0.000528,0.000125,6,0,0,0,1
38283,29,255,255,0.000621,0.000509,0.000112,6,0,0,0,1
38284,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38287,29,255,255,0.000629,0.000492,0.000137,6,0,0,0,1
38288,29,255,255,0.00062,0.000494,0.000126,6,0,0,0,1
38289,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38298,29,255,255,0.00087,0.000476,0.000394,6,0,0,0,1
38300,29,255,255,0.000754,0.000484,0.00027,6,0,0,0,1
38307,29,255,255,0.000679,0.000538,0.000141,6,0,0,0,1
38310,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38311,29,255,255,0.000605,0.000472,0.000133,6,0,0,0,1
38313,29,255,255,0.000643,0.000517,0.000126,6,0,0,0,1
38314,29,255,255,0.000617,0.000503,0.000114,6,0,0,0,1
38315,29,255,255,0.000622,0.000506,0.000116,6,0,0,0,1
38316,29,255,255,0.000659,0.000532,0.000127,6,0,0,0,1
38320,29,255,255,0.000653,0.000528,0.000125,6,0,0,0,1
38321,29,255,255,0.000659,0.000527,0.000132,6,0,0,0,1
38324,29,255,255,0.000659,0.000535,0.000124,6,0,0,0,1
38327,29,255,255,0.000677,0.00048,0.000197,6,0,0,0,1
38329,29,255,255,0.000581,0.000462,0.000119,6,0,0,0,1
38330,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38331,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38332,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38334,29,255,255,0.000688,0.000532,0.000156,6,0,0,0,1
38337,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38340,29,255,255,0.000666,0.000538,0.000128,6,0,0,0,1
38341,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38343,29,255,255,0.000632,0.000519,0.000113,6,0,0,0,1
38344,29,255,255,0.000645,0.00052,0.000125,6,0,0,0,1
38345,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38346,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38348,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38352,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38354,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38357,29,255,255,0.00061,0.000492,0.000118,6,0,0,0,1
38358,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38360,29,255,255,0.000642,0.000514,0.000128,6,0,0,0,1
38361,29,255,255,0.001943,0.001793,0.00015,6,0,0,0,1
38362,29,255,255,0.000773,0.000646,0.000127,6,0,0,0,1
38363,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38364,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38366,29,255,255,0.000982,0.000865,0.000117,6,0,0,0,1
38368,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38369,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38375,29,255,255,0.000596,0.000484,0.000112,6,0,0,0,1
38376,29,255,255,0.000641,0.000497,0.000144,6,0,0,0,1
38377,29,255,255,0.000602,0.000485,0.000117,6,0,0,0,1
38378,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38381,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38385,29,255,255,0.000681,0.000536,0.000145,6,0,0,0,1
38386,29,255,255,0.000638,0.000514,0.000124,6,0,0,0,1
38388,29,255,255,0.000647,0.000515,0.000132,6,0,0,0,1
38392,29,255,255,0.000613,0.000486,0.000127,6,0,0,0,1
38398,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38404,29,255,255,0.001614,0.000537,0.001077,6,0,0,0,1
38405,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38410,29,255,255,0.000748,0.000568,0.00018,6,0,0,0,1
38412,29,255,255,0.000653,0.000534,0.000119,6,0,0,0,1
38413,29,255,255,0.001435,0.000518,0.000917,6,0,0,0,1
38415,29,255,255,0.000802,0.000539,0.000263,6,0,0,0,1
38418,29,255,255,0.000608,0.000483,0.000125,6,0,0,0,1
38420,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38422,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38423,29,255,255,0.000612,0.000484,0.000128,6,0,0,0,1
38425,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38426,29,255,255,0.000627,0.000507,0.00012,6,0,0,0,1
38429,29,255,255,0.00061,0.000484,0.000126,6,0,0,0,1
38432,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38434,29,255,255,0.000648,0.000516,0.000132,6,0,0,0,1
38438,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38442,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38443,29,255,255,0.000661,0.000537,0.000124,6,0,0,0,1
38445,29,255,255,0.000618,0.000474,0.000144,6,0,0,0,1
38449,29,255,255,0.000748,0.000566,0.000182,6,0,0,0,1
38453,29,255,255,0.000625,0.0005,0.000125,6,0,0,0,1
38456,29,255,255,0.000647,0.000522,0.000125,6,0,0,0,1
38458,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38462,29,255,255,0.000581,0.000463,0.000118,6,0,0,0,1
38466,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38467,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38470,29,255,255,0.000678,0.000565,0.000113,6,0,0,0,1
38471,29,255,255,0.000749,0.000601,0.000148,6,0,0,0,1
38472,29,255,255,0.00061,0.000487,0.000123,6,0,0,0,1
38473,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38475,29,255,255,0.000637,0.000512,0.000125,6,0,0,0,1
38476,29,255,255,0.000836,0.000697,0.000139,6,0,0,0,1
38477,29,255,255,0.000642,0.00052,0.000122,6,0,0,0,1
38479,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38487,29,255,255,0.000575,0.000461,0.000114,6,0,0,0,1
38492,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38495,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38499,29,255,255,0.000665,0.000529,0.000136,6,0,0,0,1
38501,29,255,255,0.000647,0.000513,0.000134,6,0,0,0,1
38503,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38504,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38505,29,255,255,0.005149,0.005009,0.00014,6,0,0,0,1
38506,29,255,255,0.000716,0.000591,0.000125,6,0,0,0,1
38507,29,255,255,0.000574,0.000459,0.000115,6,0,0,0,1
38511,29,255,255,0.000596,0.000477,0.000119,6,0,0,0,1
38513,29,255,255,0.001643,0.000525,0.001118,6,0,0,0,1
38514,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38516,29,255,255,0.000652,0.000531,0.000121,6,0,0,0,1
38519,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38522,29,255,255,0.000698,0.000571,0.000127,6,0,0,0,1
38536,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38539,29,255,255,0.00222,0.002043,0.000177,6,0,0,0,1
38541,29,255,255,0.000667,0.000543,0.000124,6,0,0,0,1
38546,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38554,29,255,255,0.000599,0.000478,0.000121,6,0,0,0,1
38556,29,255,255,0.000648,0.000487,0.000161,6,0,0,0,1
38561,29,255,255,0.000607,0.000483,0.000124,6,0,0,0,1
38562,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38564,29,255,255,0.000973,0.000837,0.000136,6,0,0,0,1
38565,29,255,255,0.00064,0.000504,0.000136,6,0,0,0,1
38567,29,255,255,0.000695,0.000571,0.000124,6,0,0,0,1
38575,29,255,255,0.000602,0.00049,0.000112,6,0,0,0,1
38577,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38579,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38582,29,255,255,0.000651,0.000539,0.000112,6,0,0,0,1
38587,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38588,29,255,255,0.000618,0.000483,0.000135,6,0,0,0,1
38590,29,255,255,0.000857,0.000702,0.000155,6,0,0,0,1
38592,29,255,255,0.000617,0.000497,0.00012,6,0,0,0,1
38595,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38599,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38600,29,255,255,0.000592,0.000471,0.000121,6,0,0,0,1
38602,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38609,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38614,29,255,255,0.000608,0.000483,0.000125,6,0,0,0,1
38622,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38624,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38625,29,255,255,0.000694,0.000568,0.000126,6,0,0,0,1
38626,29,255,255,0.00063,0.000503,0.000127,6,0,0,0,1
38627,29,255,255,0.000614,0.00049,0.000124,6,0,0,0,1
38628,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38631,29,255,255,0.0007,0.000553,0.000147,6,0,0,0,1
38634,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38638,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38639,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38641,29,255,255,0.002863,0.00272,0.000143,6,0,0,0,1
38642,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38643,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38644,29,255,255,0.002824,0.002673,0.000151,6,0,0,0,1
38645,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38646,29,255,255,0.000627,0.000512,0.000115,6,0,0,0,1
38647,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38648,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38651,29,255,255,0.00066,0.000524,0.000136,6,0,0,0,1
38655,29,255,255,0.000614,0.0005,0.000114,6,0,0,0,1
38656,29,255,255,0.000765,0.000597,0.000168,6,0,0,0,1
38657,29,255,255,0.0006,0.000486,0.000114,6,0,0,0,1
38658,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38659,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38660,29,255,255,0.000604,0.000482,0.000122,6,0,0,0,1
38662,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38663,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38668,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38669,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38671,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38674,29,255,255,0.005857,0.005699,0.000158,6,0,0,0,1
38675,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38676,29,255,255,0.000665,0.000521,0.000144,6,0,0,0,1
38678,29,255,255,0.000711,0.000544,0.000167,6,0,0,0,1
38680,29,255,255,0.000602,0.000489,0.000113,6,0,0,0,1
38681,29,255,255,0.000577,0.000463,0.000114,6,0,0,0,1
38683,29,255,255,0.000792,0.000644,0.000148,6,0,0,0,1
38684,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38685,29,255,255,0.000758,0.000596,0.000162,6,0,0,0,1
38686,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38699,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38700,29,255,255,0.000577,0.000453,0.000124,6,0,0,0,1
38702,29,255,255,0.000607,0.000485,0.000122,6,0,0,0,1
38704,29,255,255,0.000876,0.000448,0.000428,6,0,0,0,1
38707,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38708,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38709,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38710,29,255,255,0.000598,0.000475,0.000123,6,0,0,0,1
38713,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38716,29,255,255,0.000982,0.000479,0.000503,6,0,0,0,1
38718,29,255,255,0.000622,0.0005,0.000122,6,0,0,0,1
38719,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38722,29,255,255,0.000643,0.000525,0.000118,6,0,0,0,1
38724,29,255,255,0.000746,0.000574,0.000172,6,0,0,0,1
38726,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38727,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38728,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38729,29,255,255,0.000583,0.000467,0.000116,6,0,0,0,1
38730,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38731,29,255,255,0.000752,0.000502,0.00025,6,0,0,0,1
38732,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38733,29,255,255,0.001454,0.000456,0.000998,6,0,0,0,1
38736,29,255,255,0.000913,0.000524,0.000389,6,0,0,0,1
38738,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38740,29,255,255,0.000567,0.000455,0.000112,6,0,0,0,1
38743,29,255,255,0.000659,0.000534,0.000125,6,0,0,0,1
38751,29,255,255,0.00091,0.000519,0.000391,6,0,0,0,1
38752,29,255,255,0.0006,0.000476,0.000124,6,0,0,0,1
38754,29,255,255,0.000639,0.000505,0.000134,6,0,0,0,1
38755,29,255,255,0.000731,0.000564,0.000167,6,0,0,0,1
38757,29,255,255,0.007701,0.003854,0.003847,6,0,0,0,1
38759,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38761,29,255,255,0.000609,0.000493,0.000116,6,0,0,0,1
38765,29,255,255,0.000933,0.000789,0.000144,6,0,0,0,1
38767,29,255,255,0.000648,0.000521,0.000127,6,0,0,0,1
38770,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38772,29,255,255,0.000635,0.000516,0.000119,6,0,0,0,1
38773,29,255,255,0.000569,0.000455,0.000114,6,0,0,0,1
38774,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38775,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38777,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38782,29,255,255,0.000636,0.00051,0.000126,6,0,0,0,1
38783,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38784,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38786,29,255,255,0.000613,0.000497,0.000116,6,0,0,0,1
38787,29,255,255,0.000659,0.000537,0.000122,6,0,0,0,1
38789,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38792,29,255,255,0.000622,0.000492,0.00013,6,0,0,0,1
38793,29,255,255,0.000653,0.000507,0.000146,6,0,0,0,1
38798,29,255,255,0.000579,0.000459,0.00012,6,0,0,0,1
38799,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38800,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38804,29,255,255,0.000579,0.000459,0.00012,6,0,0,0,1
38807,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38816,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38817,29,255,255,0.002335,0.002198,0.000137,6,0,0,0,1
38818,29,255,255,0.000912,0.000523,0.000389,6,0,0,0,1
38820,29,255,255,0.000641,0.000526,0.000115,6,0,0,0,1
38821,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38826,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38828,29,255,255,0.00067,0.000528,0.000142,6,0,0,0,1
38829,29,0,0,0.0,0.0,0.0,6,0,0,0,1
38830,29,0,0,0.0,0.0,0.0,6,0,0,0,1
